Name,Genus,Species,Kingdom,Subphylum,Class,Order,Family,Attributes
Sun Bear,Helarctos,Helarctos malayanus,Animalia,Vertebrata,Mammalia,Carnivora,Ursidae,"Diurnal,Nocturnal,Omnivore,Terrestrial,Altricial,Zoochory,Scansorial,Viviparous,Arboreal,Solitary,Not a migrant,starts with"
Pallas's Cat,Otocolobus,Otocolobus manul,Animalia,Vertebrata,Mammalia,Carnivora,Felidae,"Crepuscular,Carnivore,Terrestrial,Ambush predator,Altricial,Viviparous,Burrowing,Territorial,Polygyny,Solitary,Not a migrant,starts with,Fluffy Animals"
African Bush Elephant,Loxodonta,Loxodonta africana,Animalia,Vertebrata,Mammalia,Proboscidea,Elephantidae,"Diurnal,Herbivore,Folivore,Frugivore,Lignivore,Terrestrial,Browsing,Grazing,Nomadic,Viviparous,Polygyny,Social,Herding,Dominance hierarchy,Not a migrant,starts with,Long-Lived Animals,Smart Animals,Giant Animals"
Domestic Yak,Bos,Bos grunniens,Animalia,Vertebrata,Mammalia,Artiodactyla,Bovidae,"Diurnal,Herbivore,Graminivore,Folivore,Terrestrial,Precocial,Grazing,Nomadic,Viviparous,Polygyny,Social,Herding,Dominance hierarchy,Domesticated,starts with"
Eastern Gray Squirrel,Sciurus,Sciurus carolinensis,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Diurnal,Crepuscular,Omnivore,Arboreal,Scansorial,Territorial,Terrestrial,Viviparous,Altricial,Polygynandry,Social,Dominance hierarchy,Not a migrant,starts with,Smart Animals"
Indian Rhinoceros,Rhinoceros,Rhinoceros unicornis,Animalia,Vertebrata,Mammalia,Perissodactyla,Rhinocerotidae,"Nocturnal,Herbivore,Terrestrial,Grazing,Viviparous,Congregatory,Polygyny,Generally solitary,Not a migrant,starts with"
Bactrian Camel,Camelus,Camelus bactrianus,Animalia,Vertebrata,Mammalia,Artiodactyla,Camelidae,"Diurnal,Omnivore,Terrestrial,Cursorial,Precocial,Grazing,Nomadic,Viviparous,Polygyny,Social,Herding,Dominance hierarchy,Migrating,Domesticated,starts with"
Black Rhinoceros,Diceros,Diceros bicornis,Animalia,Vertebrata,Mammalia,Perissodactyla,Rhinocerotidae,"Diurnal,Herbivore,Folivore,Lignivore,Terrestrial,Precocial,Browsing,Zoochory,Territorial,Viviparous,Polygyny,Generally solitary,Not a migrant,starts with,Desert Dwellers"
Markhor,Capra,Capra falconeri,Animalia,Vertebrata,Mammalia,Artiodactyla,Bovidae,"Diurnal,Herbivore,Folivore,Graminivore,Terrestrial,Precocial,Grazing,Browsing,Zoochory,Territorial,Congregatory,Viviparous,Polygyny,Social,Dominance hierarchy,Herding,Altitudinal Migrant,starts with,Best Horns"
Amur leopard,Feliformia,Felidae,Leopard,Animalia,Chordata,Vertebrata,Carnivora,"Viviparous,Territorial,Solitary,starts with"
Eurasian Lynx,Lynx,Lynx lynx,Animalia,Vertebrata,Mammalia,Carnivora,Felidae,"Crepuscular,Nocturnal,Carnivore,Terrestrial,Territorial,Viviparous,Ambush predator,Altricial,Polygyny,Solitary,Not a migrant,starts with"
Dromedary Camel,Camelus,Camelus dromedarius,Animalia,Vertebrata,Mammalia,Artiodactyla,Camelidae,"Diurnal,Herbivore,Folivore,Graminivore,Terrestrial,Precocial,Cursorial,Grazing,Browsing,Nomadic,Viviparous,Polygyny,Social,Herding,Not a migrant,starts with,Desert Dwellers,Giant Animals"
Red wolf,Caniformia,Canidae,Grey Wolf,Animalia,Chordata,Vertebrata,Carnivora,"Crepuscular,Nocturnal,Carnivore,Terrestrial,Territorial,Cooperative breeder,Monogamy,Dominance hierarchy,Social,Not a migrant,starts with"
Zebu,Bovidae,Bovinae,Highland Cattle,Animalia,Chordata,Vertebrata,Mammalia,starts with
Quagga,Perissodactyla,Equidae,Plains Zebra,Animalia,Chordata,Vertebrata,Mammalia,"Diurnal,Herbivore,Graminivore,Terrestrial,Cursorial,Precocial,Grazing,Viviparous,Polygyny,Social,Herding,Migrating,starts with,Recently Extinct"
Common Warthog,Phacochoerus,Phacochoerus africanus,Animalia,Vertebrata,Mammalia,Artiodactyla,Suidae,"Diurnal,Omnivore,Scavenger,Terrestrial,Altricial,Burrowing,Grazing,Viviparous,Polygynandry,Social,Not a migrant,starts with"
Canadian Lynx,Lynx,Lynx canadensis,Animalia,Vertebrata,Mammalia,Carnivora,Felidae,"Nocturnal,Carnivore,Terrestrial,Cursorial,Territorial,Viviparous,Ambush predator,Altricial,Polygyny,Solitary,Not a migrant,starts with,Canada Province Animals"
Aye-Aye,Daubentonia,Daubentonia madagascariensis,Animalia,Vertebrata,Mammalia,Primates,Daubentoniidae,"Nocturnal,Omnivore,Carnivore,Frugivore,Herbivore,Insectivores,Arboreal,Altricial,Island endemic,Scansorial,Terrestrial,Viviparous,Polygynandry,Solitary,Not a migrant,starts with,Harbingers Of Misfortune"
Impala,Aepyceros,Aepyceros melampus,Animalia,Vertebrata,Mammalia,Artiodactyla,Bovidae,"Diurnal,Herbivore,Folivore,Terrestrial,Cursorial,Altricial,Grazing,Browsing,Territorial,Viviparous,Polygyny,Social,Herding,Dominance hierarchy,Not a migrant,starts with,Best Horns"
Pine Marten,Martes,Martes martes,Animalia,Vertebrata,Mammalia,Carnivora,Mustelidae,"Nocturnal,Omnivore,Terrestrial,Arboreal,Altricial,Viviparous,Territorial,Polygynandry,Solitary,Not a migrant,starts with"
Leopard Seal,Hydrurga,Hydrurga leptonyx,Animalia,Vertebrata,Mammalia,Carnivora,Phocidae,"Diurnal,Carnivore,Molluscivore,Piscivores,Semiaquatic,Precocial,Apex predator,Pursuit predator,Natatorial,Terrestrial,Viviparous,Polygyny,Solitary,Not a migrant,starts with,Leopard In The Name,Vicious Animals"
American Badger,Taxidea,Taxidea taxus,Animalia,Vertebrata,Mammalia,Carnivora,Mustelidae,"Nocturnal,Carnivore,Terrestrial,Altricial,Fossorial,Burrowing,Viviparous,Torpor,Predator,Polygyny,Solitary,Not a migrant,starts with,U.S. States Animals"
Nilgai,Boselaphus,Boselaphus tragocamelus,Animalia,Vertebrata,Mammalia,Artiodactyla,Bovidae,"Diurnal,Herbivore,Graminivore,Folivore,Terrestrial,Cursorial,Grazing,Browsing,Precocial,Viviparous,Social,Herding,Not a migrant,starts with"
Vicuna,Vicugna,Vicugna vicugna,Animalia,Vertebrata,Mammalia,Artiodactyla,Camelidae,"Diurnal,Herbivore,Graminivore,Terrestrial,Cursorial,Congregatory,Viviparous,Precocial,Grazing,Territorial,Polygyny,Social,Herding,Not a migrant,starts with"
False Killer Whale,Pseudorca,Pseudorca crassidens,Animalia,Vertebrata,Mammalia,Artiodactyla,Delphinidae,"Diurnal,Nocturnal,Carnivore,Molluscivore,Piscivores,Aquatic,Precocial,Cosmopolitan,Natatorial,Nomadic,Viviparous,Predator,Polygynandry,Highly social,Not a migrant,starts with"
Blackbuck,Antilope,Antilope cervicapra,Animalia,Vertebrata,Mammalia,Artiodactyla,Bovidae,"Diurnal,Herbivore,Terrestrial,Cursorial,Precocial,Grazing,Browsing,Viviparous,Territorial,Polygyny,Social,Herding,Dominance hierarchy,Not a migrant,starts with,Fast Animals,Best Horns"
Wisent,Bison,Bison bonasus,Animalia,Vertebrata,Mammalia,Artiodactyla,Bovidae,"Diurnal,Herbivore,Graminivore,Folivore,Terrestrial,Cursorial,Precocial,Grazing,Browsing,Zoochory,Congregatory,Nomadic,Viviparous,Polygyny,Social,Herding,Dominance hierarchy,Not a migrant,starts with"
Kinkajou,Potos,Potos flavus,Animalia,Vertebrata,Mammalia,Carnivora,Procyonidae,"Nocturnal,Crepuscular,Frugivore,Herbivore,Arboreal,Altricial,Zoochory,Pollinator,Scansorial,Terrestrial,Territorial,Viviparous,Polygynandry,Social,Not a migrant,starts with,Bright Yellow"
Amazon River Dolphin,Inia,Inia geoffrensis,Animalia,Vertebrata,Mammalia,Artiodactyla,Iniidae,"Crepuscular,Carnivore,Piscivores,Aquatic,Precocial,Viviparous,Predator,Polygyny,Polyandry,Polygynandry,Solitary,Not a migrant,starts with"
Red Squirrel,Sciurus,Sciurus vulgaris,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Diurnal,Granivore,Herbivore,Arboreal,Altricial,Scansorial,Terrestrial,Viviparous,Polygyny,Solitary,Not a migrant,starts with"
North American River Otter,Lontra,Lontra canadensis,Animalia,Vertebrata,Mammalia,Carnivora,Mustelidae,"Crepuscular,Carnivore,Piscivores,Semiaquatic,Altricial,Predator,Natatorial,Terrestrial,Territorial,Viviparous,Burrowing,Ambush predator,Polygyny,Social,Not a migrant,Hibernating,starts with"
Bowhead Whale,Balaena,Balaena mysticetus,Animalia,Vertebrata,Mammalia,Artiodactyla,Balaenidae,"Carnivore,Planktivore,Aquatic,Precocial,Natatorial,Viviparous,Predator,Polyandry,Social,Migrating,starts with,Long-Lived Animals"
Virginia Opossum,Didelphis,Didelphis virginiana,Animalia,Vertebrata,Mammalia,Didelphimorphia,Didelphidae,"Nocturnal,Omnivore,Scavenger,Terrestrial,Zoochory,Scansorial,Viviparous,Arboreal,Altricial,Polygyny,Solitary,Not a migrant,starts with,U.S. States Animals,Slow Animals"
Black-Footed Cat,Felis,Felis nigripes,Animalia,Vertebrata,Mammalia,Carnivora,Felidae,"Nocturnal,Carnivore,Terrestrial,Cursorial,Mesopredator,Ambush predator,Territorial,Viviparous,Burrowing,Pursuit predator,Polygyny,Solitary,Not a migrant,starts with"
Mule Deer,Odocoileus,Odocoileus hemionus,Animalia,Vertebrata,Mammalia,Artiodactyla,Cervidae,"Crepuscular,Folivore,Herbivore,Graminivore,Terrestrial,Cursorial,Browsing,Viviparous,Grazing,Polygyny,Social,Herding,Migrating,Altitudinal Migrant,starts with"
California grizzly bear,Caniformia,Ursidae,Brown Bear,Animalia,Chordata,Vertebrata,Carnivora,starts with
American Mink,Neovison,Neovison vison,Animalia,Vertebrata,Mammalia,Carnivora,Mustelidae,"Nocturnal,Carnivore,Altricial,Burrowing,Natatorial,Viviparous,Territorial,Semiaquatic,Predator,Polygynandry,Solitary,Dominance hierarchy,Not a migrant,starts with"
Jaguarundi,Puma,Puma yagouaroundi,Animalia,Vertebrata,Mammalia,Carnivora,Felidae,"Diurnal,Carnivore,Terrestrial,Cursorial,Predator,Altricial,Viviparous,Polygyny,Solitary,Not a migrant,starts with"
Bighorn Sheep,Ovis,Ovis canadensis,Animalia,Vertebrata,Mammalia,Artiodactyla,Bovidae,"Diurnal,Herbivore,Folivore,Graminivore,Terrestrial,Cursorial,Altricial,Congregatory,Viviparous,Grazing,Browsing,Polygyny,Social,Herding,Dominance hierarchy,Migrating,starts with,U.S. States Animals,Best Horns"
Fallow Deer,Dama,Dama dama,Animalia,Vertebrata,Mammalia,Artiodactyla,Cervidae,"Crepuscular,Herbivore,Folivore,Graminivore,Terrestrial,Cursorial,Browsing,Grazing,Territorial,Viviparous,Polygyny,Social,Herding,starts with,Spotted Animals"
Spectacled Bear,Tremarctos,Tremarctos ornatus,Animalia,Vertebrata,Mammalia,Carnivora,Ursidae,"Nocturnal,Diurnal,Crepuscular,Herbivore,Folivore,Frugivore,Arboreal,Altricial,Zoochory,Scansorial,Terrestrial,Polygyny,Solitary,Migrating,starts with"
Guanaco,Lama,Lama guanicoe,Animalia,Vertebrata,Mammalia,Artiodactyla,Camelidae,"Diurnal,Herbivore,Folivore,Terrestrial,Cursorial,Zoochory,Territorial,Congregatory,Viviparous,Precocial,Polygyny,Social,Herding,Altitudinal Migrant,starts with,Fast Animals"
Fancy rat,Muroidea,Muridae,Brown Rat,Animalia,Chordata,Vertebrata,Rodentia,starts with
Mountain Goat,Oreamnos,Oreamnos americanus,Animalia,Vertebrata,Mammalia,Artiodactyla,Bovidae,"Diurnal,Herbivore,Graminivore,Folivore,Terrestrial,Precocial,Congregatory,Viviparous,Grazing,Polygyny,Social,Herding,Dominance hierarchy,Altitudinal Migrant,starts with,Canada Province Animals,Snow White"
Black Rat,Rattus,Rattus rattus,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Nocturnal,Omnivore,Terrestrial,Arboreal,Altricial,Cosmopolitan,Territorial,Viviparous,Burrowing,Pack hunters,Predator,Polygyny,Social,Dominance hierarchy,Not a migrant,starts with"
Sand Cat,Felis,Felis margarita,Animalia,Vertebrata,Mammalia,Carnivora,Felidae,"Nocturnal,Crepuscular,Carnivore,Terrestrial,Altricial,Predator,Burrowing,Viviparous,Polygyny,Solitary,Not a migrant,starts with,Cute Animals"
Striped Hyena,Hyaena,Hyaena hyaena,Animalia,Vertebrata,Mammalia,Carnivora,Hyaenidae,"Nocturnal,Carnivore,Scavenger,Terrestrial,Cursorial,Altricial,Predator,Viviparous,Burrowing,Territorial,Monogamy,Social,Not a migrant,starts with,Harbingers Of Misfortune"
Asiatic Black Bear,Ursus,Ursus thibetanus,Animalia,Vertebrata,Mammalia,Carnivora,Ursidae,"Nocturnal,Diurnal,Omnivore,Arboreal,Scansorial,Terrestrial,Territorial,Viviparous,Altricial,Polygynandry,Solitary,Hibernating,Altitudinal Migrant,starts with"
Przewalski's Horse,Equus,Equus ferus,Animalia,Vertebrata,Mammalia,Perissodactyla,Equidae,"Diurnal,Herbivore,Graminivore,Terrestrial,Cursorial,Precocial,Grazing,Viviparous,Polygyny,Social,Herding,Not a migrant,starts with,Smart Animals"
Rhesus macaque,Macaca,Macaca mulatta,Animalia,Vertebrata,Mammalia,Primates,Cercopithecidae,"Diurnal,Omnivore,Arboreal,Terrestrial,Viviparous,Browsing,Altricial,Polygynandry,Social,Dominance hierarchy,Not a migrant,starts with"
Chamois,Rupicapra,Rupicapra rupicapra,Animalia,Vertebrata,Mammalia,Artiodactyla,Bovidae,"Diurnal,Herbivore,Folivore,Terrestrial,Precocial,Viviparous,Polygyny,Social,Herding,Dominance hierarchy,Altitudinal Migrant,starts with"
Roe Deer,Capreolus,Capreolus capreolus,Animalia,Vertebrata,Mammalia,Artiodactyla,Cervidae,"Crepuscular,Nocturnal,Herbivore,Gumivorous,Folivore,Terrestrial,Cursorial,Viviparous,Territorial,Grazing,Browsing,Polygyny,Solitary,Social,Herding,Not a migrant,starts with"
Spider Monkey,Ateles,Genus Ateles,Animalia,Vertebrata,Mammalia,Primates,Atelidae,"Diurnal,Frugivore,Herbivore,Arboreal,Altricial,Browsing,Polygyny,Social,Not a migrant,starts with,Long-Tailed Animals"
Springbok,Antidorcas,Antidorcas marsupialis,Animalia,Vertebrata,Mammalia,Artiodactyla,Bovidae,"Crepuscular,Herbivore,Cursorial,Terrestrial,Altricial,Browsing,Grazing,Congregatory,Viviparous,Territorial,Polygyny,Herding,Social,Dominance hierarchy,Migrating,starts with,Travelers ,Fast Animals"
Sumatran Rhinoceros,Dicerorhinus,Dicerorhinus sumatrensis,Animalia,Vertebrata,Mammalia,Perissodactyla,Rhinocerotidae,"Nocturnal,Herbivore,Folivore,Frugivore,Lignivore,Terrestrial,Browsing,Congregatory,Polygyny,Solitary,Social,Not a migrant,starts with"
Saiga Antelope,Saiga,Saiga tatarica,Animalia,Vertebrata,Mammalia,Artiodactyla,Bovidae,"Diurnal,Herbivore,Graminivore,Terrestrial,Cursorial,Precocial,Grazing,Viviparous,Nomadic,Herding,Highly social,Migrating,starts with,Weird Animals"
Mountain gorilla,Simiiformes,Hominidae,Eastern Gorilla,Animalia,Chordata,Vertebrata,Haplorhini,"Terrestrial,Not a migrant,starts with"
African wildcat,Felis,Felis lybica,Animalia,Vertebrata,Mammalia,Carnivora,Felidae,starts with
Aardwolf,Proteles,Proteles cristata,Animalia,Vertebrata,Mammalia,Carnivora,Hyaenidae,"Nocturnal,Carnivore,Insectivores,Terrestrial,Cursorial,Burrowing,Altricial,Territorial,Monogamy,Polygyny,Social,Solitary,Not a migrant,starts with"
Mouflon,Ovis,Ovis orientalis,Animalia,Vertebrata,Mammalia,Artiodactyla,Bovidae,"Diurnal,Graminivore,Herbivore,Terrestrial,Grazing,Congregatory,Viviparous,Polygyny,Social,Dominance hierarchy,starts with,Best Horns"
Indian Giant Squirrel,Ratufa,Ratufa indica,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Diurnal,Omnivore,Arboreal,Altricial,Browsing,Zoochory,Territorial,Viviparous,Solitary,Not a migrant,starts with,Long-Tailed Animals"
Red Kangaroo,Osphranter,Macropus rufus,Animalia,Vertebrata,Mammalia,Diprotodontia,Macropodidae,"Nocturnal,Crepuscular,Herbivore,Folivore,Terrestrial,Jumping,Cursorial,Altricial,Grazing,Nomadic,Viviparous,Polygyny,Social,Not a migrant,starts with,Long-Tailed Animals,Giant Animals"
Western lowland gorilla,Simiiformes,Hominidae,Western Gorilla,Animalia,Chordata,Vertebrata,Haplorhini,"Diurnal,Folivore,Herbivore,Terrestrial,Polygyny,Polygamy,Dominance hierarchy,Social,Not a migrant,starts with"
Mongolian Gerbil,Meriones,Meriones unguiculatus,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Diurnal,Herbivore,Graminivore,Terrestrial,Fossorial,Burrowing,Altricial,Viviparous,Monogamy,Social,Not a migrant,starts with,Tiny Animals"
Ringtail,Bassaricyon,Bassariscus astutus,Animalia,Vertebrata,Mammalia,Carnivora,Procyonidae,"Nocturnal,Crepuscular,Omnivore,Terrestrial,Altricial,Viviparous,Solitary,Not a migrant,starts with,Big-Eyed Animals"
Gray Fox,Urocyon,Urocyon cinereoargenteus,Animalia,Vertebrata,Mammalia,Carnivora,Canidae,"Nocturnal,Crepuscular,Omnivore,Carnivore,Frugivore,Granivore,Herbivore,Insectivores,Scavenger,Terrestrial,Torpor,Nomadic,Scansorial,Territorial,Viviparous,Arboreal,Burrowing,Monogamy,Solitary,starts with"
Sumatran tiger,Feliformia,Felidae,Tiger,Animalia,Chordata,Vertebrata,Carnivora,"Terrestrial,starts with"
Eastern Fox Squirrel,Sciurus,Sciurus niger,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Diurnal,Omnivore,Arboreal,Terrestrial,Altricial,Zoochory,Viviparous,Polygynandry,Generally solitary,Solitary,Not a migrant,starts with"
European Badger,Meles,Meles meles,Animalia,Vertebrata,Mammalia,Carnivora,Mustelidae,"Nocturnal,Crepuscular,Omnivore,Carnivore,Vermivorous,Terrestrial,Altricial,Burrowing,Fossorial,Zoochory,Polygyny,Social,Not a migrant,starts with"
Fin Whale,Balaenoptera,Balaenoptera physalus,Animalia,Vertebrata,Mammalia,Artiodactyla,Balaenopteridae,"Diurnal,Nocturnal,Carnivore,Piscivores,Planktivore,Aquatic,Precocial,Cosmopolitan,Natatorial,Viviparous,Monogamy,Social,Migrating,starts with"
Least Weasel,Mustela,Mustela nivalis,Animalia,Vertebrata,Mammalia,Carnivora,Mustelidae,"Diurnal,Carnivore,Scavenger,Terrestrial,Altricial,Viviparous,Burrowing,Territorial,Pursuit predator,Polygynandry,Solitary,Dominance hierarchy,Not a migrant,starts with,Vicious Animals"
American Marten,Martes,Martes americana,Animalia,Vertebrata,Mammalia,Carnivora,Mustelidae,"Crepuscular,Nocturnal,Omnivore,Carnivore,Terrestrial,Arboreal,Altricial,Scansorial,Territorial,Viviparous,Burrowing,Torpor,Polygyny,Solitary,Generally solitary,Not a migrant,starts with"
Indian Elephant,Proboscidea,Elephantidae,Asian Elephant,Animalia,Chordata,Vertebrata,Mammalia,"Diurnal,Nocturnal,Herbivore,Terrestrial,Precocial,Grazing,Browsing,Polygyny,Social,Herding,Not a migrant,starts with"
Leopard Cat,Prionailurus,Prionailurus bengalensis,Animalia,Vertebrata,Mammalia,Carnivora,Felidae,"Nocturnal,Crepuscular,Carnivore,Insectivores,Piscivores,Arboreal,Terrestrial,Altricial,Predator,Polygyny,Solitary,Not a migrant,starts with,Leopard In The Name"
Kermode bear,Caniformia,Ursidae,American Black Bear,Animalia,Chordata,Vertebrata,Carnivora,"Carnivore,Omnivore,Viviparous,Terrestrial,starts with"
Arctic Wolf,Caniformia,Canidae,Grey Wolf,Animalia,Chordata,Vertebrata,Carnivora,"Diurnal,Carnivore,Terrestrial,Cursorial,Altricial,Pack hunters,Pursuit predator,Apex predator,Viviparous,Pack hunters,Monogamy,Social,Dominance hierarchy,Not a migrant,starts with,Canada Province Animals,Snow White"
Wildcat,Felis,Felis silvestris,Animalia,Vertebrata,Mammalia,Carnivora,Felidae,"Nocturnal,Crepuscular,Carnivore,Terrestrial,Viviparous,Territorial,Predator,Altricial,Polygamy,Solitary,Not a migrant,starts with,Lucky Animals"
Proboscis Monkey,Nasalis,Nasalis larvatus,Animalia,Vertebrata,Mammalia,Primates,Cercopithecidae,"Diurnal,Folivore,Frugivore,Herbivore,Arboreal,Altricial,Island endemic,Viviparous,Polygyny,Social,Dominance hierarchy,Not a migrant,starts with,Weird Animals"
Giant Otter,Pteronura,Pteronura brasiliensis,Animalia,Vertebrata,Mammalia,Carnivora,Mustelidae,"Diurnal,Carnivore,Piscivores,Semiaquatic,Altricial,Viviparous,Territorial,Apex predator,Pursuit predator,Monogamy,Dominance hierarchy,Highly social,Not a migrant,starts with"
Axis Deer,Axis,Axis axis,Animalia,Vertebrata,Mammalia,Artiodactyla,Cervidae,"Diurnal,Herbivore,Folivore,Graminivore,Terrestrial,Cursorial,Precocial,Grazing,Browsing,Nomadic,Viviparous,Polygyny,Social,Herding,Dominance hierarchy,Not a migrant,starts with,Spotted Animals"
Japanese Macaque,Macaca,Macaca fuscata,Animalia,Vertebrata,Mammalia,Primates,Cercopithecidae,"Diurnal,Omnivore,Terrestrial,Arboreal,Altricial,Zoochory,Scansorial,Viviparous,Polygynandry,Social,Dominance hierarchy,Not a migrant,starts with,Fluffy Animals"
Common Brushtail Possum,Trichosurus,Trichosurus vulpecula,Animalia,Vertebrata,Mammalia,Diprotodontia,Phalangeridae,"Nocturnal,Herbivore,Folivore,Frugivore,Granivore,Arboreal,Viviparous,Altricial,Browsing,Polygynandry,Solitary,Not a migrant,starts with"
European Polecat,Mustela,Mustela putorius,Animalia,Vertebrata,Mammalia,Carnivora,Mustelidae,"Nocturnal,Carnivore,Terrestrial,Altricial,Viviparous,Burrowing,Territorial,Predator,Polygyny,Solitary,Not a migrant,starts with"
European Hare,Lepus,Lepus europaeus,Animalia,Vertebrata,Mammalia,Lagomorpha,Leporidae,"Nocturnal,Herbivore,Folivore,Coprophage,Graminivore,Terrestrial,Jumping,Precocial,Grazing,Viviparous,Burrowing,Polygynandry,Polygyny,Solitary,Not a migrant,starts with,Fast Animals"
Gray Whale,Eschrichtius,Eschrichtius robustus,Animalia,Vertebrata,Mammalia,Artiodactyla,Eschrichtiidae,"Carnivore,Molluscivore,Aquatic,Precocial,Natatorial,Viviparous,Predator,Polygynandry,Social,Migrating,starts with,Travelers "
