Name,Genus,Species,Kingdom,Subphylum,Class,Order,Family,Attributes
Biak black flycatcher,Myiagra,Myiagra atra,Animalia,0,Aves,Passeriformes,Monarchidae,"Terrestrial,Not a migrant,starts with"
Black-fronted flowerpecker,Dicaeum,Dicaeum igniferum,Animalia,0,Aves,Passeriformes,Dicaeidae,"Terrestrial,Not a migrant,starts with"
Black-headed myzomela,Myzomela,Myzomela melanocephala,Animalia,0,Aves,Passeriformes,Meliphagidae,"Terrestrial,Not a migrant,starts with"
Lafresnaye's woodcreeper,Passeriformes,Furnariidae,Buff-throated woodcreeper,0,Animalia,Chordata,Aves,"Terrestrial,Not a migrant,starts with"
Pale-billed scrubwren,Sericornis,Aethomyias spilodera,Animalia,0,Aves,Passeriformes,Acanthizidae,"Terrestrial,Not a migrant,starts with"
Rusty-crowned babbler,Sterrhoptilus,Sterrhoptilus capitalis,Animalia,0,Aves,Passeriformes,Zosteropidae,"Terrestrial,Not a migrant,starts with"
White-bellied tyrannulet,Serpophaga,Serpophaga munda,Animalia,0,Aves,Passeriformes,Tyrannidae,"Terrestrial,Migrating,starts with"
Spotted honeyeater,Xanthotis,Xanthotis polygrammus,Animalia,0,Aves,Passeriformes,Meliphagidae,"Terrestrial,Not a migrant,starts with"
Olive-breasted greenbul,Arizelocichla,Arizelocichla kikuyuensis,Animalia,0,Aves,Passeriformes,Pycnonotidae,starts with
Biak white-eye,Zosterops,Zosterops mysorensis,Animalia,0,Aves,Passeriformes,Zosteropidae,"Terrestrial,Not a migrant,starts with"
Buru white-eye,Zosterops,Zosterops buruensis,Animalia,0,Aves,Passeriformes,Zosteropidae,"Terrestrial,Not a migrant,starts with"
Crimson-crowned flowerpecker,Dicaeum,Dicaeum nehrkorni,Animalia,0,Aves,Passeriformes,Dicaeidae,"Terrestrial,Not a migrant,starts with"
Cinnamon-tailed fantail,Rhipidura,Rhipidura fuscorufa,Animalia,0,Aves,Passeriformes,Rhipiduridae,"Terrestrial,Not a migrant,starts with"
Dinelli's doradito,Pseudocolopteryx,Pseudocolopteryx dinelliana,Animalia,0,Aves,Passeriformes,Tyrannidae,"Terrestrial,Migrating,starts with"
Elegant honeyeater,Microptilotis,Microptilotis cinereifrons,Animalia,0,Aves,Passeriformes,Meliphagidae,"Terrestrial,Not a migrant,starts with"
Henna-capped foliage-gleaner,Clibanornis,Clibanornis rectirostris,Animalia,0,Aves,Passeriformes,Furnariidae,"Terrestrial,Not a migrant,starts with"
Rubeho warbler,Scepomycter,Scepomycter rubehoensis,Animalia,0,Aves,Passeriformes,Cisticolidae,starts with
New Britain thicketbird,Megalurulus,Cincloramphus grosvenori,Animalia,0,Aves,Passeriformes,Locustellidae,"Terrestrial,Not a migrant,starts with"
Timor blue flycatcher,Cyornis,Cyornis hyacinthinus,Animalia,0,Aves,Passeriformes,Muscicapidae,"Terrestrial,Not a migrant,starts with"
Pelecanoides miokuaka,Pelecanoides,Pelecanoides miokuaka,Animalia,0,Aves,Procellariiformes,Procellariidae,starts with
Olive-backed forest robin,Passeriformes,Muscicapidae,Forest robin,0,Animalia,Chordata,Aves,"Terrestrial,Not a migrant,starts with"
Serra finch,Embernagra,Embernagra longicauda,Animalia,0,Aves,Passeriformes,Thraupidae,"Terrestrial,Not a migrant,starts with"
Sumatran wren-babbler,Rimator,Napothera albostriata,Animalia,0,Aves,Passeriformes,Pellorneidae,"Terrestrial,Not a migrant,starts with"
Timor leaf warbler,Phylloscopus,Phylloscopus presbytes,Animalia,0,Aves,Passeriformes,Phylloscopidae,"Terrestrial,Not a migrant,starts with"
White-tailed monarch,Symposiachrus,Symposiachrus leucurus,Animalia,0,Aves,Passeriformes,Monarchidae,"Terrestrial,Not a migrant,starts with"
White-throated antpitta,Grallaria,Grallaria albigula,Animalia,0,Aves,Passeriformes,Grallariidae,"Terrestrial,Not a migrant,starts with"
Yellow-margined flatbill,Tolmomyias,Tolmomyias flavotectus,Animalia,0,Aves,Passeriformes,Tyrannidae,"Terrestrial,Not a migrant,starts with"
Johannes's tody-tyrant,Hemitriccus,Hemitriccus iohannis,Animalia,0,Aves,Passeriformes,Tyrannidae,"Terrestrial,Not a migrant,starts with"
Paria whitestart,Myioborus,Myioborus pariae,Animalia,0,Aves,Passeriformes,Parulidae,"Terrestrial,Not a migrant,starts with"
Plain-tailed warbling finch,Microspingus,Microspingus alticola,Animalia,0,Aves,Passeriformes,Thraupidae,"Terrestrial,Not a migrant,starts with"
White-cheeked tody-flycatcher,Poecilotriccus,Poecilotriccus albifacies,Animalia,0,Aves,Passeriformes,Tyrannidae,"Terrestrial,Not a migrant,starts with"
Spotted great rosefinch,Passeriformes,Fringillidae,Great rosefinch,0,Animalia,Chordata,Aves,starts with
White-bellied whistler,Pachycephala,Pachycephala leucogastra,Animalia,0,Aves,Passeriformes,Pachycephalidae,"Terrestrial,Not a migrant,starts with"
Slaty tanager,Creurgops,Creurgops dentatus,Animalia,0,Aves,Passeriformes,Thraupidae,"Terrestrial,Not a migrant,starts with"
Makira leaf warbler,Phylloscopus,Phylloscopus makirensis,Animalia,0,Aves,Passeriformes,Phylloscopidae,"Terrestrial,Not a migrant,starts with"
Abrolhos painted buttonquail,Charadriiformes,Turnicidae,Painted buttonquail,0,Animalia,Chordata,Aves,starts with
Alagoas tyrannulet,Phylloscartes,Phylloscartes ceciliae,Animalia,0,Aves,Passeriformes,Tyrannidae,"Terrestrial,Not a migrant,starts with"
Roberts's warbler,Oreophilais,Oreophilais robertsi,Animalia,0,Aves,Passeriformes,Cisticolidae,"Terrestrial,Not a migrant,starts with"
Dja River scrub warbler,Bradypterus,Bradypterus grandis,Animalia,0,Aves,Passeriformes,Locustellidae,"Terrestrial,Not a migrant,starts with"
